,customerID,gender,SeniorCitizen,Partner,Dependents,months_active,has_cash_card,MultipleLines,digital_access_level,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,subscription_type,PaperlessBilling,PaymentMethod,monthly_spend,total_transaction_value,churned,avg_spend_per_month
97,0278-YXOOG,1,0,0,0,-1.1172721918246462,1,0,2,1,1,1,1,1,1,0,0,3,21.05,-0.9571343406557717,1,-1.392452288168311
98,3212-KXOCR,1,0,0,0,0.797693988161937,1,0,2,1,1,1,1,1,1,2,0,0,21.0,-0.5188807721983792,0,-1.4414088491078838
99,4598-XLKNJ,0,1,1,0,-0.3023929662984406,1,0,1,0,2,2,0,2,2,0,1,2,98.5,0.10200234743728616,1,1.185425384252635
100,6380-ARCEH,1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,20.2,-0.9984515467624158,0,-1.477597457402623
101,3679-XASPY,0,0,1,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,2,19.45,-0.998782437361241,0,-1.5024452694359824
102,7123-WQUHX,1,0,0,0,0.22727853029359305,1,2,1,0,0,2,2,2,0,1,0,0,95.0,0.5833819906082337,0,0.9967215092877103
103,5386-THSLQ,0,1,1,0,1.368109446030281,0,1,0,0,2,2,0,2,0,1,0,0,45.55,0.3282212201674698,0,-0.6272250134609502
104,3192-NQECA,1,0,1,0,1.4495973685829016,1,2,1,0,2,2,2,2,2,2,1,0,110.0,2.3508892726663486,1,1.5617528056778758
105,6180-YBIQI,1,0,0,0,-1.1172721918246462,0,1,0,0,0,0,0,0,0,0,0,3,24.3,-0.963156549554391,0,-1.4828983239697398
106,6728-DKUCO,0,0,1,1,1.6125732136881425,1,2,1,2,2,0,0,2,2,1,1,2,104.15,2.214650583443373,0,1.2136276509104984
107,9750-BOOHV,0,0,0,0,-0.01718523736426863,0,1,0,2,0,0,0,0,0,1,0,3,30.15,-0.5980959815571398,0,-1.1864121601366904
108,8597-CWYHH,1,0,0,0,0.4309983366751445,1,2,1,0,0,0,0,2,2,1,0,3,94.35,0.7226648733404015,0,0.8744309393178983
109,2848-YXSMW,1,0,1,1,1.6125732136881425,1,0,2,1,1,1,1,1,1,2,0,1,19.4,-0.4059147217594451,0,-1.5195396438255995
110,0486-HECZI,1,0,1,0,0.9199258719908678,1,2,1,2,2,0,0,2,0,0,1,2,96.75,1.303973477356569,1,1.0089306224156809
111,4549-ZDQYY,0,0,0,0,0.797693988161937,1,0,0,2,0,2,2,0,0,1,0,1,57.95,0.3348390321439745,0,-0.20854324205269242
112,5712-AHQNN,0,0,0,0,0.4309983366751445,1,0,1,0,2,2,0,2,0,0,1,2,91.65,0.7371358221956916,0,0.8997025124867105
113,4846-WHAFZ,0,1,1,0,0.18653456901728277,1,2,1,0,0,0,0,0,0,0,1,2,76.5,0.25802829447001063,1,0.4213574027684524
114,5256-SKJGO,0,0,1,1,1.2866215234776603,0,1,0,0,2,0,2,2,2,2,1,2,54.6,0.5030417532134674,0,-0.3746134344968049
115,3071-VBYPO,1,0,1,1,-1.1987601143772668,1,0,1,2,2,0,0,2,0,0,0,2,89.85,-0.897772567226525,0,0.5963665869817903
116,9560-BBZXK,0,0,0,0,0.1457906077409725,0,1,0,2,0,0,0,0,0,2,0,0,31.05,-0.5104320322417084,0,-1.1102639695094574
117,5299-RULOA,0,0,1,1,-0.9135523854430948,1,2,1,2,0,0,0,2,2,0,1,2,100.25,-0.5376532988383974,1,1.3803978826743968
118,8402-OOOHJ,0,0,0,0,0.3495104141225239,1,0,2,1,1,1,1,1,1,2,0,3,20.65,-0.6389058220789184,0,-1.47198144785362
119,9445-ZUEQE,1,0,1,1,-0.22090504374582004,1,2,1,0,2,0,2,0,0,0,1,1,85.2,-0.05810458364761617,0,0.4932941815100764
120,1091-SOZGA,0,0,1,1,0.9606698332671781,1,2,1,0,0,2,0,2,2,1,1,1,99.8,1.4259838708300596,0,1.1161887308653953
121,2928-HLDBA,0,0,0,0,-1.076528230548336,1,0,2,1,1,1,1,1,1,0,0,3,20.7,-0.957619646867382,0,-1.5242561266652648
122,0404-SWRVG,1,0,0,0,-1.1987601143772668,1,2,1,0,0,0,0,0,0,0,1,2,74.4,-0.9060889509436658,1,0.3881971395023112
123,6497-TILVL,0,0,1,1,-1.0357842692720256,1,0,0,2,0,0,0,0,0,0,0,3,50.7,-0.8527935051595485,0,-0.48865453847491136
124,7219-TLZHO,0,0,1,1,-1.1580161531009565,1,0,2,1,1,1,1,1,1,0,0,3,20.85,-0.9796128420026324,0,-1.6258560692016686
125,4622-YNKIJ,1,0,0,0,0.02355872391204165,1,0,1,2,0,0,2,2,0,2,1,2,88.95,0.32839769515350997,0,0.8927834153797468
126,4412-YLTKF,0,1,0,0,-0.22090504374582004,1,2,1,0,0,2,0,0,0,0,1,2,78.05,-0.06520770183573112,1,0.4735386371279982
127,6734-PSBAW,1,0,1,0,1.6125732136881425,1,2,2,1,1,1,1,1,1,2,1,0,23.55,-0.24677840309776344,0,-1.353565462336103
128,3930-ZGWVE,1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,19.75,-0.9986500811217108,0,-1.4925061446226389
129,2639-UGMAZ,1,1,0,0,1.5718292524118322,0,1,0,2,2,0,0,2,2,1,1,2,56.45,0.7509229304800763,0,-0.28716561385510564
130,2876-GZYZC,0,0,0,0,-0.791320501614164,1,2,1,0,0,0,0,0,2,0,1,2,85.95,-0.4710339916082507,0,0.9512443126890031
131,6207-WIOLX,0,0,1,1,-0.3023929662984406,0,1,0,2,2,2,0,2,2,0,1,1,58.6,-0.3444131891244619,1,-0.1554950747316261
132,8587-XYZSF,1,0,0,0,1.4088534073065913,1,0,0,0,0,0,2,0,0,2,0,0,50.55,0.43095172141607685,0,-0.5347651548353252
133,3091-FYHKI,1,0,0,0,-1.2802480369298874,0,1,0,0,0,0,0,0,2,0,1,2,35.45,-0.991723437919636,1,-0.9723586127243113
134,2372-HWUHI,1,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,0,0,2,44.35,-0.9715170520180417,1,-0.8009087096941303
135,7799-LGRDP,0,0,0,0,0.4309983366751445,1,2,2,1,1,1,1,1,1,2,1,1,25.7,-0.48314458752525424,0,-1.2313537139650501
136,7850-VWJUU,0,0,0,0,-0.38388088885106114,1,0,1,2,0,0,0,0,0,0,1,0,75.0,-0.22271162687654159,0,0.41501357046005277
137,3774-VBNXY,0,0,1,1,1.2866215234776603,1,0,2,1,1,1,1,1,1,2,0,3,20.2,-0.44363625002552154,0,-1.4853882818005826
138,6217-KDYWC,1,0,0,1,1.0014137945434884,1,0,2,1,1,1,1,1,1,2,1,3,19.6,-0.4909315462842747,0,-1.4664668000824161
139,0390-DCFDQ,0,1,1,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,1,3,70.45,-0.9762818766411252,1,0.18720594883246935
140,3146-MSEGF,0,1,1,1,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,1,1,88.05,1.8275527015643613,0,0.8098967198351333
141,4080-OGPJL,0,0,0,0,-0.9950403079957154,1,2,0,2,0,0,2,0,2,0,0,2,71.15,-0.7586882188536525,1,0.18741301393274717
142,1095-WGNGG,0,0,1,0,1.1643896396487294,1,2,1,0,2,0,0,2,2,2,1,0,101.05,1.6270771174227807,0,1.0962828402300053
143,2636-SJDOU,1,0,0,0,1.2866215234776603,1,2,1,2,2,0,0,0,0,1,1,1,84.3,1.3260990287313497,0,0.5911123100622364
144,1131-QQZEB,1,1,1,0,1.5718292524118322,1,2,2,1,1,1,1,1,1,2,0,0,23.95,-0.23255010734827847,0,-1.3273440212572374
145,5716-EZXZN,0,0,1,1,1.3273654847539706,1,2,1,2,2,0,2,2,0,2,1,1,99.05,1.8236040737517134,0,1.1237518405390656
146,6837-BJYDQ,1,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,1,0,3,19.6,-0.980296682573538,0,-1.469314853391503
147,2135-RXIHG,1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,2,45.65,-0.9872233257756128,1,-0.6344283690706211
148,6440-DKQGE,1,0,0,1,-0.09867315991688919,1,0,0,0,2,2,0,2,0,1,0,1,64.5,-0.15589378528709968,0,-0.015496979999670939
149,3466-BYAVD,1,0,1,1,-0.7098325790615434,1,0,0,0,2,2,2,0,2,0,1,3,69.5,-0.5346752834489703,0,0.21956332183591118
150,3780-YVMFA,0,0,1,1,-0.9950403079957154,1,0,0,0,0,0,2,2,2,0,1,2,68.55,-0.7583793876280823,0,0.1903119253366393
151,3874-EQOEP,1,0,0,0,-1.0357842692720256,1,2,1,0,0,0,0,2,2,0,0,3,95.0,-0.718165150184189,1,0.9555949552355032
152,1679-JRFBR,0,0,1,1,1.5310852911355222,1,2,1,2,2,2,0,2,2,1,1,1,108.15,2.491495717793817,0,1.6066312950924133
153,9073-ZZIAY,1,0,1,1,1.2051336009250397,1,0,0,2,2,2,2,2,2,2,0,2,86.1,1.2935393938069468,0,0.6399972074661733
154,3077-RSNTJ,0,0,1,1,-1.076528230548336,1,0,2,1,1,1,1,1,1,0,0,3,19.7,-0.9572887562685568,0,-1.5201148246597047
155,6551-GNYDG,0,0,1,1,-0.7505765403378537,1,0,1,0,0,0,0,0,2,0,1,0,80.9,-0.49876262378980524,0,0.5812212539328855
156,9167-APMXZ,0,0,0,0,-0.42462485012737144,1,2,1,0,0,0,0,2,0,0,1,0,84.15,-0.20354203151793313,0,0.5968936617824979
157,2749-CTKAJ,1,0,1,1,-0.42462485012737144,1,0,2,1,1,1,1,1,1,1,0,3,20.15,-0.822108916961822,0,-1.514492693452157
158,6371-NZYEG,1,0,1,1,-0.6690886177852331,1,0,0,2,0,2,0,2,0,2,0,3,64.25,-0.5555875692947251,0,-0.026485234654423182
159,7554-NEWDD,1,0,0,0,-0.9135523854430948,1,2,2,1,1,1,1,1,1,2,0,0,25.7,-0.8963607673382041,0,-1.313270593822005
160,8992-VONJD,0,0,0,1,-0.791320501614164,1,0,0,2,2,0,0,0,0,0,1,2,56.0,-0.6700536571150003,0,-0.19838112405443387
161,0867-MKZVY,0,0,1,0,-0.506112772679992,1,2,1,2,0,0,0,0,0,0,0,2,82.4,-0.30483867350496424,1,0.49092903792023435
162,4482-EWFMI,0,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,0,0,1,2,69.7,-0.9477149882758802,0,0.09278426310570265
163,4648-YPBTM,1,0,0,0,0.8384379494382472,1,2,0,0,2,2,2,0,2,2,1,0,73.9,0.7389667501758579,0,0.3274788801604164
164,2907-ILJBN,0,0,1,1,-0.8728084241667845,1,0,2,1,1,1,1,1,1,1,0,3,20.6,-0.9041697854704794,0,-1.442358742155313
165,6345-FZOQH,1,0,1,0,1.4903413298592119,1,0,2,1,1,1,1,1,1,2,0,3,19.9,-0.405826484266425,0,-1.4921700389526222
166,3376-BMGFE,0,0,0,0,-1.1580161531009565,1,0,1,0,0,0,0,0,0,0,1,0,70.9,-0.8869193555850574,1,0.11431903353461448
167,5997-OPVFA,1,0,1,0,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,1,0,89.05,1.7520214075391882,0,0.7311199527960377
168,3445-HXXGF,1,1,1,0,1.0421577558197987,0,1,0,0,2,2,0,0,2,0,1,2,45.3,0.16231267391649837,1,-0.6324291198265577
169,1159-WFSGR,0,0,1,1,-0.6690886177852331,1,0,2,1,1,1,1,1,1,0,0,2,20.4,-0.8655658822742024,0,-1.481324629207627
170,7654-YWJUF,1,0,1,0,0.4309983366751445,1,0,1,2,0,2,2,0,0,1,1,0,84.25,0.5541092022988282,0,0.580071045136657
171,1875-QIVME,0,0,1,0,-1.2395040756535771,1,2,1,0,0,2,2,2,2,0,1,2,104.4,-0.9002432170310868,1,1.8752006462986974
172,6727-IOTLZ,1,0,1,0,-0.7505765403378537,1,0,0,0,2,2,2,2,2,2,0,3,81.95,-0.4859902466751512,0,0.6497302213962914
173,0691-JVSYA,0,0,1,0,0.8384379494382472,1,0,1,0,0,2,0,2,2,1,1,0,94.85,1.1986620294371253,1,0.9788041065291966
174,5918-VUKWP,0,0,0,0,-0.01718523736426863,1,0,2,1,1,1,1,1,1,1,0,0,20.55,-0.7185842782760344,0,-1.4691595545662948
175,1744-JHKYS,0,0,1,0,0.06430268518835193,1,2,2,1,1,1,1,1,1,0,0,2,24.7,-0.6631490732861804,0,-1.3865862556804351
176,2656-FMOKZ,0,1,0,0,-0.7098325790615434,1,2,1,0,0,0,0,0,0,0,1,3,74.45,-0.5018950547920173,1,0.3836693159762327
